[	5.63040e-01	4.11240e-01	1.08360e+00	5.12600e-01	-2.47350e-02	]	-9.87380e-01	1.00557e+00	1.12094e-02
[	5.63070e-01	4.11250e-01	1.08370e+00	5.12630e-01	-2.47020e-02	]	-9.87393e-01	1.00558e+00	1.13003e-02
[	5.63100e-01	4.11260e-01	1.08370e+00	5.12670e-01	-2.46650e-02	]	-9.87406e-01	1.00559e+00	1.14078e-02
[	5.63140e-01	4.11270e-01	1.08370e+00	5.12710e-01	-2.46250e-02	]	-9.87419e-01	1.00560e+00	1.15312e-02
[	5.63170e-01	4.11270e-01	1.08380e+00	5.12750e-01	-2.45800e-02	]	-9.87430e-01	1.00562e+00	1.16702e-02
[	5.63200e-01	4.11280e-01	1.08380e+00	5.12790e-01	-2.45320e-02	]	-9.87442e-01	1.00563e+00	1.18241e-02
[	5.63240e-01	4.11280e-01	1.08380e+00	5.12830e-01	-2.44800e-02	]	-9.87453e-01	1.00565e+00	1.19925e-02
[	5.63280e-01	4.11290e-01	1.08390e+00	5.12880e-01	-2.44260e-02	]	-9.87463e-01	1.00566e+00	1.21748e-02
[	5.63320e-01	4.11290e-01	1.08390e+00	5.12930e-01	-2.43670e-02	]	-9.87473e-01	1.00568e+00	1.23707e-02
[	5.63350e-01	4.11290e-01	1.08390e+00	5.12980e-01	-2.43060e-02	]	-9.87482e-01	1.00570e+00	1.25796e-02
[	5.63400e-01	4.11290e-01	1.08400e+00	5.13030e-01	-2.42420e-02	]	-9.87491e-01	1.00572e+00	1.28010e-02
[	5.63440e-01	4.11290e-01	1.08400e+00	5.13090e-01	-2.41750e-02	]	-9.87500e-01	1.00574e+00	1.30343e-02
[	5.63480e-01	4.11290e-01	1.08410e+00	5.13140e-01	-2.41060e-02	]	-9.87508e-01	1.00576e+00	1.32792e-02
[	5.63520e-01	4.11280e-01	1.08410e+00	5.13200e-01	-2.40330e-02	]	-9.87516e-01	1.00578e+00	1.35350e-02
[	5.63570e-01	4.11280e-01	1.08410e+00	5.13260e-01	-2.39590e-02	]	-9.87524e-01	1.00580e+00	1.38013e-02
[	5.63610e-01	4.11270e-01	1.08420e+00	5.13320e-01	-2.38820e-02	]	-9.87532e-01	1.00583e+00	1.40775e-02
[	5.63660e-01	4.11270e-01	1.08420e+00	5.13380e-01	-2.38020e-02	]	-9.87539e-01	1.00585e+00	1.43630e-02
[	5.63700e-01	4.11260e-01	1.08430e+00	5.13440e-01	-2.37210e-02	]	-9.87546e-01	1.00587e+00	1.46573e-02
[	5.63750e-01	4.11250e-01	1.08430e+00	5.13510e-01	-2.36380e-02	]	-9.87552e-01	1.00590e+00	1.49599e-02
[	5.63800e-01	4.11250e-01	1.08430e+00	5.13570e-01	-2.35530e-02	]	-9.87559e-01	1.00592e+00	1.52701e-02
[	5.63850e-01	4.11240e-01	1.08440e+00	5.13640e-01	-2.34670e-02	]	-9.87565e-01	1.00595e+00	1.55873e-02
[	5.63900e-01	4.11230e-01	1.08440e+00	5.13710e-01	-2.33790e-02	]	-9.87571e-01	1.00598e+00	1.59110e-02
[	5.63950e-01	4.11220e-01	1.08450e+00	5.13770e-01	-2.32900e-02	]	-9.87577e-01	1.00601e+00	1.62406e-02
[	5.64000e-01	4.11210e-01	1.08450e+00	5.13840e-01	-2.31990e-02	]	-9.87583e-01	1.00603e+00	1.65753e-02
[	5.64050e-01	4.11200e-01	1.08450e+00	5.13910e-01	-2.31080e-02	]	-9.87589e-01	1.00606e+00	1.69147e-02
[	5.64100e-01	4.11190e-01	1.08460e+00	5.13980e-01	-2.30160e-02	]	-9.87594e-01	1.00609e+00	1.72580e-02
[	5.64150e-01	4.11180e-01	1.08460e+00	5.14050e-01	-2.29230e-02	]	-9.87600e-01	1.00612e+00	1.76046e-02
[	5.64200e-01	4.11160e-01	1.08470e+00	5.14120e-01	-2.28290e-02	]	-9.87605e-01	1.00615e+00	1.79538e-02
[	5.64250e-01	4.11150e-01	1.08470e+00	5.14190e-01	-2.27350e-02	]	-9.87610e-01	1.00618e+00	1.83050e-02
[	5.64300e-01	4.11140e-01	1.08480e+00	5.14260e-01	-2.26410e-02	]	-9.87615e-01	1.00621e+00	1.86576e-02
[	5.64350e-01	4.11130e-01	1.08480e+00	5.14330e-01	-2.25470e-02	]	-9.87620e-01	1.00623e+00	1.90108e-02
[	5.64400e-01	4.11110e-01	1.08480e+00	5.14400e-01	-2.24530e-02	]	-9.87624e-01	1.00626e+00	1.93641e-02
[	5.64450e-01	4.11100e-01	1.08490e+00	5.14470e-01	-2.23590e-02	]	-9.87629e-01	1.00629e+00	1.97166e-02
[	5.64500e-01	4.11090e-01	1.08490e+00	5.14540e-01	-2.22660e-02	]	-9.87633e-01	1.00632e+00	2.00678e-02
[	5.64550e-01	4.11080e-01	1.08500e+00	5.14610e-01	-2.21730e-02	]	-9.87638e-01	1.00635e+00	2.04170e-02
[	5.64600e-01	4.11060e-01	1.08500e+00	5.14680e-01	-2.20810e-02	]	-9.87642e-01	1.00638e+00	2.07635e-02
[	5.64650e-01	4.11050e-01	1.08500e+00	5.14750e-01	-2.19900e-02	]	-9.87646e-01	1.00641e+00	2.11067e-02
[	5.64700e-01	4.11040e-01	1.08510e+00	5.14810e-01	-2.19000e-02	]	-9.87650e-01	1.00644e+00	2.14460e-02
[	5.64750e-01	4.11020e-01	1.08510e+00	5.14880e-01	-2.18110e-02	]	-9.87655e-01	1.00646e+00	2.17805e-02
[	5.64790e-01	4.11010e-01	1.08510e+00	5.14940e-01	-2.17240e-02	]	-9.87659e-01	1.00649e+00	2.21098e-02
[	5.64840e-01	4.11000e-01	1.08520e+00	5.15010e-01	-2.16380e-02	]	-9.87663e-01	1.00652e+00	2.24332e-02
[	5.64880e-01	4.10990e-01	1.08520e+00	5.15070e-01	-2.15540e-02	]	-9.87667e-01	1.00654e+00	2.27501e-02
[	5.64930e-01	4.10980e-01	1.08530e+00	5.15130e-01	-2.14720e-02	]	-9.87671e-01	1.00657e+00	2.30598e-02
[	5.64970e-01	4.10970e-01	1.08530e+00	5.15190e-01	-2.13910e-02	]	-9.87675e-01	1.00659e+00	2.33617e-02
[	5.65010e-01	4.10960e-01	1.08530e+00	5.15250e-01	-2.13130e-02	]	-9.87679e-01	1.00662e+00	2.36552e-02
[	5.65050e-01	4.10950e-01	1.08540e+00	5.15310e-01	-2.12370e-02	]	-9.87683e-01	1.00664e+00	2.39397e-02
[	5.65090e-01	4.10940e-01	1.08540e+00	5.15360e-01	-2.11640e-02	]	-9.87687e-01	1.00667e+00	2.42147e-02
[	5.65130e-01	4.10930e-01	1.08540e+00	5.15410e-01	-2.10930e-02	]	-9.87691e-01	1.00669e+00	2.44794e-02
[	5.65170e-01	4.10920e-01	1.08550e+00	5.15470e-01	-2.10240e-02	]	-9.87695e-01	1.00671e+00	2.47335e-02
[	5.65210e-01	4.10910e-01	1.08550e+00	5.15520e-01	-2.09580e-02	]	-9.87700e-01	1.00673e+00	2.49762e-02
[	5.65240e-01	4.10910e-01	1.08550e+00	5.15570e-01	-2.08950e-02	]	-9.87705e-01	1.00675e+00	2.52070e-02
[	5.65280e-01	4.10900e-01	1.08550e+00	5.15610e-01	-2.08350e-02	]	-9.87710e-01	1.00677e+00	2.54254e-02
[	5.65310e-01	4.10900e-01	1.08560e+00	5.15660e-01	-2.07780e-02	]	-9.87716e-01	1.00678e+00	2.56308e-02
[	5.65340e-01	4.10900e-01	1.08560e+00	5.15700e-01	-2.07240e-02	]	-9.87722e-01	1.00680e+00	2.58225e-02
[	5.65380e-01	4.10900e-01	1.08560e+00	5.15740e-01	-2.06720e-02	]	-9.87729e-01	1.00682e+00	2.60001e-02
[	5.65410e-01	4.10900e-01	1.08570e+00	5.15780e-01	-2.06240e-02	]	-9.87737e-01	1.00683e+00	2.61629e-02
[	5.65440e-01	4.10900e-01	1.08570e+00	5.15820e-01	-2.05780e-02	]	-9.87746e-01	1.00684e+00	2.63104e-02
[	5.65470e-01	4.10910e-01	1.08570e+00	5.15860e-01	-2.05350e-02	]	-9.87756e-01	1.00685e+00	2.64420e-02
[	5.65500e-01	4.10920e-01	1.08580e+00	5.15900e-01	-2.04950e-02	]	-9.87767e-01	1.00686e+00	2.65572e-02
[	5.65540e-01	4.10930e-01	1.08580e+00	5.15940e-01	-2.04570e-02	]	-9.87780e-01	1.00687e+00	2.66552e-02
[	5.65570e-01	4.10950e-01	1.08580e+00	5.15970e-01	-2.04210e-02	]	-9.87795e-01	1.00688e+00	2.67355e-02
[	5.65610e-01	4.10970e-01	1.08590e+00	5.16010e-01	-2.03860e-02	]	-9.87812e-01	1.00688e+00	2.67976e-02
[	5.65640e-01	4.11000e-01	1.08590e+00	5.16050e-01	-2.03530e-02	]	-9.87832e-01	1.00688e+00	2.68407e-02
[	5.65690e-01	4.11040e-01	1.08600e+00	5.16100e-01	-2.03210e-02	]	-9.87856e-01	1.00688e+00	2.68642e-02
[	5.65740e-01	4.11080e-01	1.08600e+00	5.16140e-01	-2.02890e-02	]	-9.87883e-01	1.00687e+00	2.68676e-02
[	5.65790e-01	4.11130e-01	1.08610e+00	5.16200e-01	-2.02560e-02	]	-9.87915e-01	1.00687e+00	2.68502e-02
[	5.65850e-01	4.11200e-01	1.08620e+00	5.16250e-01	-2.02200e-02	]	-9.87953e-01	1.00685e+00	2.68114e-02
[	5.65930e-01	4.11270e-01	1.08630e+00	5.16320e-01	-2.01810e-02	]	-9.87997e-01	1.00684e+00	2.67506e-02
[	5.66010e-01	4.11370e-01	1.08640e+00	5.16400e-01	-2.01370e-02	]	-9.88049e-01	1.00682e+00	2.66673e-02
[	5.66110e-01	4.11480e-01	1.08650e+00	5.16490e-01	-2.00870e-02	]	-9.88110e-01	1.00679e+00	2.65609e-02
[	5.66230e-01	4.11610e-01	1.08670e+00	5.16600e-01	-2.00260e-02	]	-9.88182e-01	1.00676e+00	2.64311e-02
[	5.66380e-01	4.11770e-01	1.08690e+00	5.16730e-01	-1.99540e-02	]	-9.88267e-01	1.00672e+00	2.62773e-02
[	5.66550e-01	4.11950e-01	1.08710e+00	5.16890e-01	-1.98650e-02	]	-9.88367e-01	1.00667e+00	2.60995e-02
[	5.66750e-01	4.12170e-01	1.08740e+00	5.17070e-01	-1.97570e-02	]	-9.88485e-01	1.00660e+00	2.58976e-02
[	5.66990e-01	4.12440e-01	1.08770e+00	5.17300e-01	-1.96240e-02	]	-9.88623e-01	1.00653e+00	2.56716e-02
[	5.67290e-01	4.12750e-01	1.08810e+00	5.17570e-01	-1.94610e-02	]	-9.88786e-01	1.00644e+00	2.54219e-02
[	5.67640e-01	4.13120e-01	1.08860e+00	5.17890e-01	-1.92600e-02	]	-9.88978e-01	1.00634e+00	2.51493e-02
[	5.68050e-01	4.13560e-01	1.08910e+00	5.18280e-01	-1.90130e-02	]	-9.89204e-01	1.00621e+00	2.48549e-02
[	5.68550e-01	4.14070e-01	1.08980e+00	5.18750e-01	-1.87110e-02	]	-9.89469e-01	1.00607e+00	2.45402e-02
[	5.69150e-01	4.14680e-01	1.09050e+00	5.19310e-01	-1.83420e-02	]	-9.89782e-01	1.00589e+00	2.42075e-02
[	5.69860e-01	4.15400e-01	1.09150e+00	5.19990e-01	-1.78930e-02	]	-9.90149e-01	1.00568e+00	2.38597e-02
[	5.70710e-01	4.16250e-01	1.09250e+00	5.20790e-01	-1.73460e-02	]	-9.90581e-01	1.00544e+00	2.35007e-02
[	5.71720e-01	4.17250e-01	1.09380e+00	5.21760e-01	-1.66830e-02	]	-9.91088e-01	1.00515e+00	2.31356e-02
[	5.72920e-01	4.18420e-01	1.09540e+00	5.22910e-01	-1.58820e-02	]	-9.91684e-01	1.00481e+00	2.27707e-02
[	5.74350e-01	4.19810e-01	1.09720e+00	5.24280e-01	-1.49150e-02	]	-9.92384e-01	1.00441e+00	2.24139e-02
[	5.76050e-01	4.21440e-01	1.09930e+00	5.25910e-01	-1.37520e-02	]	-9.93205e-01	1.00394e+00	2.20752e-02
[	5.78060e-01	4.23360e-01	1.10180e+00	5.27860e-01	-1.23540e-02	]	-9.94169e-01	1.00339e+00	2.17669e-02
[	5.80440e-01	4.25620e-01	1.10480e+00	5.30170e-01	-1.06760e-02	]	-9.95300e-01	1.00274e+00	2.15040e-02
[	5.83260e-01	4.28270e-01	1.10830e+00	5.32910e-01	-8.66980e-03	]	-9.96625e-01	1.00197e+00	2.13050e-02
[	5.86480e-01	4.31280e-01	1.11230e+00	5.36040e-01	-6.35880e-03	]	-9.98122e-01	1.00110e+00	2.11924e-02
[	5.90550e-01	4.35070e-01	1.11740e+00	5.40020e-01	-3.40470e-03	]	-1.00000e+00	1.00000e+00	2.11924e-02
